url,title,text
https://aib.ps/content/executive-management,مدير ادارة اعمال الشركات والمشاريع,الدكتور معاوية فهد القواسمي
https://aib.ps/content/executive-management,مدير الادارة المالية,السيد ميسرة حاتم سلامة
https://aib.ps/content/executive-management,مدير ادارة العمليات,السيد أمجد غازي الجعبري
https://aib.ps/content/executive-management,مدير إدارة الرقابة والتدقيق الداخلي,السيد إبراهيم اسماعيل أبو عبدو
https://aib.ps/content/executive-management,مدير ادارة الائتمان,السيد حسان عصام صبري
https://aib.ps/content/executive-management,مدير ادارة مراقبة التمويل,السيد حاتم فوزي صبح
https://aib.ps/content/executive-management,مدير  إدارة المخاطر,السيد سائد مقداد مقدادي
https://aib.ps/content/executive-management,مدير ادارة الموارد البشرية,السيد راتب عبد الله عطياني
https://aib.ps/content/executive-management,مدير ادارة اعمال الافراد,السيد نظام علي الزامل
https://aib.ps/content/executive-management,مدير ادارة الامتثال,السيدة فيروز فتحي ذبالح
https://aib.ps/content/executive-management,مدير دائرة مكافحة غسل الأموال وتمويل الارهاب,السيد طه محمد ابو سرية
https://aib.ps/content/executive-management,مدير دائرة الشبكات والانظمة,السيد مصطفى شريف ابو خيزران
https://aib.ps/content/executive-management,مدير دائرة الشؤون القانونية,السيدة أديبة عبد الله عفانة
https://aib.ps/content/executive-management,مدير دائرة هندسة العمليات والإجراءات والجودة,السيد احمد عبد الكريم عياد
https://aib.ps/content/executive-management,مدير دائرة العلاقات العامة والتسويق,السيد احمد محمد سرطاوي
https://aib.ps/content/executive-management,قائم بأعمال دائرة المبيعات المشاريع الصغيرة والمتوسطة,السيد أحمد محمد قرارية
https://aib.ps/content/executive-management,مدير دائرة أنظمة الأعمال المصرفية,السيد عمار يونس خضيري
https://aib.ps/content/executive-management,مدير دائرة القنوات الإلكترونية والخدمات الرقمية,السيدة ريم مصطفى  جمعة
https://aib.ps/content/executive-management,مدير دائرة العقار والمشتريات,السيد عنان أحمد ترتير
https://aib.ps/content/executive-management,مدير دائرة البيع المباشر للافراد,السيد قيس عطا محمد
https://aib.ps/content/executive-management,مدير دائرة العمليات المركزية,السيد وسيم احمد حج اسعد
https://aib.ps/content/executive-management,مدير دائرة اسواق المال و البنوك المراسلة,السيد سليمان سالم اعرار
https://aib.ps/content/executive-management,مدير دائرة تنمية أعمال الشركات والمشاريع,السيدة تماضر ثريا يوسف
https://aib.ps/content/executive-management,مسؤول علاقات المساهمين,السيدة ليندا محمود الشيخ يوسف
https://aib.ps/content/executive-management,المراقب الشرعي,السيد طارق إسماعيل السيد أحمد
https://aib.ps/content/executive-management,مدير دائرة المتابعة والتحصيل,السيد موسى عبد الرحيم عسراوي
https://aib.ps/content/executive-management,مدير دائرة رأس المال والاستثمار,السيد راكز أحمد بدوان
https://aib.ps/content/executive-management,مدير دائرة العملات الأجنبية,السيد تامر خالد بكر
https://aib.ps/content/executive-management,مسؤول علاقات المساهمين,السيدة ليندا محمود الشيخ يوسف
https://aib.ps/content/executive-management,المراقب الشرعي,السيد طارق إسماعيل السيد أحمد
https://aib.ps/content/executive-management,مدير دائرة المتابعة والتحصيل,السيد موسى عبد الرحيم عسراوي
https://aib.ps/content/executive-management,مدير دائرة رأس المال والاستثمار,السيد راكز أحمد بدوان
https://aib.ps/content/executive-management,مدير دائرة العملات الأجنبية,السيد تامر خالد بكر
https://aib.ps/content/sharia-supervisory-board,آلية عمل هيئة الفتوى والرقابة الشرعية,"تجتمع هيئة الفتوى بدعوة من رئيسها أو بناء على قرار من مجلس إدارة البنك أو بناء ً على طلب أغلبية أعضائها .
يحق لرئيس هيئة الفتوى الدعوة لاجتماعات استثنائية كلما دعت الحاجة إلى ذلك .
لهيئة الفتوى حق الإطلاع الكامل وبدون قيود على جميع السجلات والمعاملات والمعلومات بما في ذلك الرجوع إلى موظفي البنك والمستشارين
إعداد التقارير الدورية التي تقدم للإدارة والتقارير التي تقدم للمساهمين."
https://aib.ps/content/sharia-supervisory-board,مهام وصلاحيات هيئة الفتوى والرقابة الشرعية,"الرقابة على أعمال وأنشطة المصرف للتأكد من توافق أعماله وأحكام فقه المعاملات الإسلامي ومراجعة العمليات للتحقق من خلوها من أي محظور شرعي.
تكوين وإبداء الرأي حول مدى التزام المصرف بفقه المعاملات المالية الاسلامية وتقديم التقارير الرقابية الشرعية الدورية لمجلس الإدارة والتقرير الرقابي الشرعي نصف السنوي والسنوي للهيئة العامة ونشر تقريرها على أن يتضمن التقرير الأنشطة المخالفة للشريعة الإسلامية إن وجدت.
إعداد دليل لإجراءات العمل الشرعية ويشمل مختلف عمليات المصرف وبما يتضمن القواعد اللازمة لضبط التعامل مع المصارف التقليدية.
البت في المنازعات التي قد تنشأ بين الرقابة الشرعية الداخلية وإدارة المصرف بشأن التفسيرات الشرعية ويكون قرارها ملزم للطرفين.
التأكد من وجود نظام رقابي داخلي سليم يضمن تطبيق أحكام فقه المعاملات المالية الإسلامية طبقاً لما تٌقرّه هيئة الفتوى للمصرف، واعتماد برنامج الرقابة الشرعية السنوي والذي يتضمن مراقبة كافة أنشطة المصرف وفق خطة سنوية محددة.
تحديد أوجه الصرف وإجازة عمليات الصرف من صندوق المكاسب غير المشروعة.
اعتماد صيغ العقود اللازمة لأعمال وأنشطة المصرف والاتفاقيات والسياسات والمنتجات والمعاملات والقوائم المالية.
دراسة تقارير وملاحظات المراقب الشرعي المقيم على أداء الأعمال اليومية من قبل الإدارة التنفيذية ومدى توافقها مع المتطلبات الشرعية والتوجيه بما يلزم بشأنها.
تقديم التوجيه والإرشاد والتدريب والتثقيف والتوعية لكافة موظفي المصرف فيما يتعلق بالأحكام الشرعية والفتاوى ذات العلاقة.
اعتماد سياسة توزيع الأرباح وتحميل الخسائر على حسابات الاستثمار.
العمل على إيجاد البدائل الشرعية لأي أنظمة ولوائح وعقود وتطبيقات العمل التي تعرض عليها وعدم التوقف عند الإفتاء بموافقتها أو عدم موافقتها لأحكام فقه المعاملات الإسلامية بحيث تقدم ما تراه مناسبا من مبادرات واقتراحات لمنتجات جديدة إلى الإدارة التنفيذية في المصرف."
https://aib.ps/content/sharia-supervisory-board,المراقب الشرعي المقيم  :,"حاصل على مؤهل علمي بدرجة بكالوريوس على الأقل في احدى التخصصات ذات العلاقة
حاصل على الزمالة المهنية المتخصصة (شهادة مراقب ومدقق شرعي معتمدCSAA)
توفر الخبرة العملية والتدريب المناسب على مهام الرقابة الشرعية"
https://aib.ps/content/sharia-supervisory-board,مهام وصلاحيات المراقب الشرعي :,"فحص وتقييم كفاية وفعالية مدى التزام المصرف بالفتاوى الصادرة عن هيئة الفتوى
التحقق من التزام إدارة المصرف بالفتاوى الصادرة عن هيئة الفتوى في كافة الأعمال اليومية
تقديم التوجيه والإرشاد والتدريب لكافة موظفي المصرف فيما يتعلق بالأحكام الشرعية والفتاوى ذات العلاقة
نشر المعرفة من خلال طباعة الفتاوى والإرشادات والتعليمات الصادرة عن هيئة الفتوى والرقابة الشرعية حول المنتجات والخدمات التي يقدمها البنك
تحديث دليل الرقابة الشرعية كل خمس سنوات على الأقل ويكون مجلس الإدارة وهيئة الفتوى هما الجهتان المخولتان بإقرار أية تعديلات بتوصية من لجنة المخاطر ولجنة الحوكمة والامتثال
إعداد خطة خاصة بالرقابة الشرعية الداخلية يوضح فيها الجدول الزمني للرقابة الشرعية على أن يتم إقرارها واعتمادها من قبل هيئة الفتوى ومجلس الإدارة
إعداد دليل خاص للرقابة الشرعية الداخلية يوضح الأغراض والصلاحيات والمسئوليات على أن يتم اعتماده من هيئة الفتوى والرقابة الشرعي
إعداد تقرير ربع سنوي على الأقل موجه إلى هيئة الفتوى والرقابة الشرعية ونسخة إلى مجلس الإدارة ونسخة إلى لجنة التدقيق الداخلي المنبثقة عن المجلس موضحاً فيه غرض ونطاق ونتائج الرقابة الشرعية الداخلية ورأيها حول التحسينات المستقبلية والعمل التصحيحي ليتم مراجعتها بشأن النتائج أو التوصيات"
https://aib.ps/content/sharia-supervisory-board,General Paragraph,"تم تشكيل هيئة الفتوى والرقابة الشرعية  في البنك الإسلامي العربي والتي تضم في عضويتها ثلاثة أعضاء يحملون درجة الدكتوراة بفقه الشريعة الاسلامية ومن ذوي الخبرة بعمل المؤسسات المالية الإسلامية
آلية عمل هيئة الفتوى والرقابة الشرعية
مهام وصلاحيات هيئة الفتوى والرقابة الشرعية

المراقب الشرعي المقيم  :
تم إنشاء وظيفة مراقب شرعي مقيم يكون مرتبطاً مع هيئة الفتوى والرقابة الشرعية،وتكون تبعيته الفنية لهيئة الفتوى والرقابة الشرعية ويمنع تكليفه بأي عمل يتعارض مع واجباته الرقابية، ويجب أن يلتزم بميثاق الأخلاقيات الصادرة عن هيئة المحاسبة والمراجعة للمؤسسات المالية الإسلامية. ويجب أن يتوفر في المراقب الشرعي بالحد الأدنى المؤهلات التالية

مهام وصلاحيات المراقب الشرعي :"
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة EMEA Finance,2023 - Dec
https://aib.ps/content/prizes,"جائزة أفضل بنك إسلامي في فلسطين - “Palestine Financial Technology Summit Conference ""Fintech",2022 - Oct
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة World Finance,2021 - Feb
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة Global Finance,2021 - Feb
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة Global Finance,2020 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة emeafinance,2020 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة World Finance,2020 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية – IFN,2020 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك في فلسطين - مجلة المصرفي – The Banker,2019 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية – IFN,2019 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة World Finance,2019 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية – IFN,2018 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة World Finance,2018 - Dec
https://aib.ps/content/prizes,جائزة البنك الأقوى في فلسطين - اتحاد المصارف العربية - UAB,2017 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية - IFN,2017 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية - IFN,2016 - Sep
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية - IFN,2012 - Dec
https://aib.ps/content/prizes,جائزة أفضل بنك إسلامي في فلسطين - مجلة اخبار البنوك الإسلامية - IFN,2011 - Dec
