url,title,text
https://aib.ps/content/business-services/77.html,تمويل الشركات,يقدم البنك الإسلامي العربي مجموعة من الحلول المبتكرة التي تتوافق مع صيغ التمويلات الشرعية مثل بيوع المرابحة، المضاربة، الاستصناع، والإجارة المنتهية بالتمليك، لتلبية احتياجات الشركات الكبرى. يهدف البنك من خلال هذه الحلول إلى دعم التوسع والنمو المستدام للشركات الكبرى في فلسطين. يعمل البنك على تصميم حلول تمويلية مرنة ومخصصة تتناسب مع متطلبات كل شركة على حدة. بالإضافة إلى ذلك، يلتزم البنك بتقديم خدمات مصرفية متكاملة تشمل تمويل المشاريع وخدمات التجارة الدولية، مما يساعد الشركات الكبرى على تحقيق أهدافها التجارية بكفاءة وفعالية.
https://aib.ps/content/business-services/75.html,تمويل المشاريع داخل اسوار القدس,يقدم هذا البرنامج تمويلاً للمشاريع التي تعمل داخل أسوار القدس وذلك في اطار دعم ثبات اهلنا في المدينة المقدسة وتعزيز صمودهم
https://aib.ps/content/business-services/75.html,تمويل المشاريع داخل اسوار القدس - مزايا البرنامج,"سقف التمويل  بقيمة 96 ألف شيقل بحد أعلى
صيغة التمويل : مرابحة لمرة واحدة
فترة سماح بحد أقصى 12 شهراً
فترة السداد : 48 شهر من ضمنها فترة السماح"
https://aib.ps/content/business-services/75.html,تمويل المشاريع داخل اسوار القدس - القطاعات المستهدفة,"قطاع السياحة
قطاع الخدمات
قطاع تكنولوجيا المعلومات
قطاع التجارة"
https://aib.ps/content/business-services/75.html,تمويل المشاريع داخل اسوار القدس - نسبة المرابحة,4% متناقص تعاد للعميل في نهاية مدة التمويل عند الالتزام بالسداد
https://aib.ps/content/business-services/75.html,تمويل المشاريع داخل اسوار القدس - شروط منح التمويل,"أن يكون العميل مقدسي ولديه مشروع داخل أسوار القدس
أن لايقل عمر العميل عن 22 عاماً ولا يتجاوز 65 عاماً عند سداد اخر قسط
أن يكون العميل مالكاً للمشروع أو يملك نسبة لا تقل عن 51% من المشروع، ويديره بنفسه لمدة لا تقل عن عام"
https://aib.ps/content/business-services/85.html,الاعتمادات المستندية,هو تعهد مكتوب صادر من بنك ( يسمى المصدر ) بناء على طلب المشتري ( مقدم الطلب أو الآمر ) لصالح البائع ( المستفيد ). ويلتزم البنك بموجبه بالوفاء في حدود مبلغ محدد خلال فترة معينة متى قدم البائع مستندات السلعة مطابقة لتعليمات شروط الاعتماد. وقد يكون التزام البنك بالوفاء نقدا أو بقبول كمبيالة
https://aib.ps/content/business-services/85.html,الاعتمادات المستندية - الاعتماد,"طالب إصدار الاعتماد (Applicant / Buyer): العميل (المستورد) الذي يتقدم إلى البنك مصدر الاعتماد بطلب إصدار الاعتماد حسب الشروط والمواصفات المتفق عليها مع المستفيد والتي لا تتنافى مع مصالح البنك أو قوانين البلد الذي يصدر فيه الاعتماد أو الأعراف الدولية للإعتمادات المستندية السارية المفعول.
البنك مصدر الاعتماد (Issuing Bank): البنك الذي يقوم بإصدار الاعتماد بناءً على طلب وتعليمات عميله (طالب فتح الاعتماد) لصالح مستفيد معين ويلتزم بموجبه بدفع قيمة المستندات التي يقدمها المستفيد في حالة مطابقتها لشروط الاعتماد
المستفيد (Beneficiary / Seller): الطرف المصدر، الذي يقوم بشحن البضاعة وتقديم المستندات المطلوبة حسب شروط الاعتماد .
البنك المبلّغ (Advising Bank): البنك الذي يقوم بتبليغ الاعتماد إلى المستفيد .
البنك المعزز (Confirming Bank): البنك المراسل الذي يضيف تعهده بدفع قيمة المستندات إلى المستفيد حسب شروط الدفع في الإعتماد .
البنك المتداول Negotiating Bank)): البنك الذي يقوم بتداول المستندات التي يقدمها المستفيد بموجب الاعتماد الوارد لصالحه .
البنك المغطي (Reimbursing Bank): البنك الذي يقوم بدفع قيمة المستندات بناء على ترتيبات مع البنك فاتح الإعتماد"
https://aib.ps/content/business-services/85.html,الاعتمادات المستندية - أنواع الإعتمادات,"الاعتماد بالإطلاع (Sight L/C): الاعتماد الذي يتم بموجبه دفع قيمة المستندات المطابقة لشروطه إلى المستفيد فورتقديمها للبنك .
اعتماد القبول (Acceptance L/C): الاعتماد الذي ينص على قبول ودفع  سحوبات المستفيد بتاريخ معين من قبل البنك المصدر / المعزز أو أي بنك آخر يتم تسميته في الاعتماد .
اعتماد الدفع المؤجل (Deferred Payment L/C): الاعتماد الذي يشترط فيه دفع قيمة المستندات إلى المستفيد بعد مدة معينة ومحددة ضمن شروط الاعتماد بدون تقديم سحوبات .
الاعتماد القابل للتحويل Transferable L/C)): هو اعتماد قابل للتحويل من المستفيد الأول إلى مستفيد أخر .
الاعتماد المقابل لاعتماد آخر (Back to Back L/C): الاعتماد الذي يقوم البنك بإصداره بناءً على طلب عميله مقابل اعتماد وارد لصالحه وبضمانته .
الاعتماد الدّوار (Revolving L/C): الاعتماد الذي تتجدد قيمته الأصلية دون الحاجة إلى تعديل وفقاً لعدد الدورات المطلوبة .
الاعتماد المختلط (Mixed L/C): اعتماد يشترط دفع قيمة البضاعة مقابل سحوبات بالاطلاع والجزء الآخر مقابل سحوبات زمنية .
اعتماد الدفعة المقدمة (Advance Payment L/C): اعتماد يكون مشروطا بدفع مبلغ معين للمستفيد مقدما بعد فتح الإعتماد .
الإعتماد المساند /الضمان  (Stand by L/C): إعتماد الضمان شبيه بخطاب الضمان من ناحية الأسباب والدواعي التي تستلزم المطالبة بالوفاء ودفع الدين ،لذلك يتم الدفع مقابل تقديم مستند المطالبة أو مستندات إخلال وإستحقاق الدين ، ويمكن إصدار مثل هذا الإعتماد من قبل أي مؤسسة أو شركة أو هيئة أو تاجر"
https://aib.ps/content/business-services/85.html,الاعتمادات المستندية - الوثائق و المستندات الرئيسية للإعتمادات,"وثيقة الشحن  Bill of lading: عقد نقل / إيصال استلام / وثيقة تملّك البضاعة وتُحرر عندما يتقدم المصدر إلى الشركة الناقلة طالبا شحن بضائعه إلى بلد المشتري سواء بطريق البحر / الجو / البر .
الفاتورة التجارية Commercial Invoice: المستند الذي يبين قيمة البضاعة والكمية والوزن والنوعية وأجور الشحن والمصاريف الأخرى إن وجدت.
وثيقة التأمين Insurance Policy :  تصدر عن شركات التامين ، تتعهد بموجبها بالتعويض عن أية خسائر قد تلحق بالبضاعة خلال عملية الشحن.
شهادة المنشأ Certificate of Origin: وثيقة تبين منشأ البضاعة الأصلي .
بيان التعبئة Packing List: كشف بتفاصيل البضاعة المشحونة ."
https://aib.ps/content/business-services/81.html,الكفالات الخارجية,هي تعهد خطي صادر عن البنك (الكفيل) بدفع مبلغ معين للمستفيد بناءً على طلب المكفول( طالب الإصدار / العميل) وخلال مدة محددة في حال عدم تنفيذ طالب الإصدار للغرض الذي أصدرت الكفالة من أجله
https://aib.ps/content/business-services/81.html,الكفالات الخارجية - بعض أنواع الكفالات,"كفالة دخول عطاء (Bid Bond): تصدر ضمانا لاشتراك المكفول بالدخول في عطاء.
كفالة حسن تنفيذ (Performance Bond): تصدر بعد إحالة العطاء على المكفول، من أجل ضمان حسن التنفيذ للعطاء.
كفالة صيانة (Maintenance Bond): تصدر ضمانا لأعمال الصيانة التي يلتزم بها المكفول بعد الانتهاء من أعمال حسن التنفيذ.
كفالة دفع ( Payment Guarantee): تصدر ضمانا لذمة مالية متحققة على المكفول.
كفالة الدفعة المقدمة (Advance Payment Guarantee): تصدر ضمانا لدفعة مقدمة من المستفيد على حساب العطاء وذلك لتمكين المكفول من قبض قيمة هذه الدفعة لانجاز العطاء.
كفالة ترانزيت (Transit Guarantee): تصدر هذه الكفالة ضمانا لمرور البضائع ضمن حدود الدولة وإعادة إخراجها خلال فترة محددة.
كفالة بوالص الشحن (البواخر) (Temporary Release of Goods-TR- ): تصدر هذه الكفالة ضمانا لاستلام البضائع قبل وصول بوليصة الشحن الأصلية الخاصة بها حيث يتعهد البنك بتقديم بوليصة الشحن الأصلية مجيّرة حسب الأصول خلال فترة محددة."
https://aib.ps/content/business-services/89.html,خدمات بيع وشراء العملات الاجنبية,"خدمات بيع وشراء العملات الأجنبيةيقدم البنك الإسلامي العربي منتجات وخدمات إسلامية هادفة من أجل تليبة احتياجات عملائنا الكرام حيث تتميز دائرة الخزينة بتقديم خدمات واستشارات آمنة على مدار الساعة، ويمكن للعملاء(شركات/أفراد) الاستفادة من خدمة شراء وبيع العملات في البنك الإسلامي العربي عبر آاليات متنوعة مثل:
خدمة بيع وشراء العملات  : نحن في وحدة تبادل العملات نسعى لان نكون وجهة العملاء الاولى بما يتعلق بخدمات ومنتجات الخزينة من خلال :1. تقديم افضل الاسعار المنافسة لبيع وشراء العملات.2.  متابعة متطلبات العملاء على مدار الساعة .3. تقديم خدمات الخزينة حتى ايام العطل وخارج اوقات الدوام الرسمي.4. التحليل الفني للعملات .5. متابعة الية تسعيرالانترنت البنكي6. تحويل العملات الأجنبية: يمكن للشركات شراء وبيع العملات الأجنبية مقابل العملة المحلية أو العملات الأخرى بأسعار منافسة جداً حتى إغلاق الأسواق العالمية.

تتيح هذه الخدمات للشركات التعامل بسهولة في سوق العملات الأجنبية، وتوفر لهم فرصًا لتحقيق الربح وتغطية المخاطر المالية المتعلقة بتقلبات أسعار العملات. يجب الأخذ في الاعتبار أن البنك الإسلامي العربي يتبع مبادئ الشريعة الإسلامية في توفير خدمات شراء وبيع العملات، مع الامتناع عن تقديم خدمات تجارة الفوركس التقليدية التي تنطوي على الفوائد المحظورة في الإسلام."
https://aib.ps/content/business-services/87.html,خدمة الودائع,N/A
https://aib.ps/content/business-services/665.html,حوالات السويفت العادية,الحوالات :  خدمة ارسال واستقبال وتحويل الارصدة عن طريق  رسائل السويفت  ( النظام العالمي  لتنفيذ الحوالات المالية ) او الانظمة المعتمدة،الحوالات  الصادرة والواردة المحلية  داخل فلسطين و أو الحوالات الصادرة والواردة  من والى  خارج فلسطين .
https://aib.ps/content/business-services/665.html,حوالات السويفت العادية - لارسال حوالة صادرة مطلوب توفير,"اسم المستفيد
رقم الحساب او الايبان في حال كان موجود الايبان لدى الدولة المستفيدة
ترميز السويفت  الخاص بالبنك المستفيد
اسم البنك المستفيد
الدولة
الغرض  من الحوالة  مع المستندات التي  تدعم الغرض."
https://aib.ps/content/business-services/665.html,حوالات السويفت العادية - لاستقبال  حوالة  من خارج فلسطين  : يتم تزويد المحول  بما يلي:,"رقم الايبان
رمز سويفت البنك الاسلامي العربي  ( AISBPS22XXX )
اسم العميل  كما هو على النظام البنكي
اسم البنك (ARAB ISLAMIC BANK )"
https://aib.ps/content/business-services/665.html,حوالات السويفت العادية - في حال  كانت الحوالة  واردة من اسرائيل بالشيقل الاسرائيلي   يتم   تزويد المحول بما يلي:,"برقم  الحساب  بدلا  من  الايبان
رقم البنك  73
رقم الفرع."
